WEIGHT,STATUS,FINALDEST,FOOTINGS,LEASE,LOCATION,REGION,PIERS,SECURED,TITLED,SECTIONS,PRICE,SQFT,BEDROOMS,SHIPMONTH,WGTADJ,CONTROL,jstatus,jprice,jsqft,jbedroom,jlease,jfinaldest,jtitle,jsecured,jlocation,jfootings,jpiers
69.1571,2,1,3,2,1,3,1,1,2,1,90000,1200,3,202201,0.9369,22010001,R,I,R,R,R,R,I,R,R,R,R
69.1571,2,1,3,2,2,3,1,1,2,1,82000,1200,3,202201,0.9369,22010002,R,R,R,R,I,I,R,I,I,I,I
69.1571,2,1,3,2,3,3,1,1,2,1,68000,1100,3,202201,0.9369,22010003,R,R,R,R,R,R,R,R,R,R,R
18.5789,2,1,3,2,2,4,1,1,1,1,90000,1200,3,202201,0.9369,22010004,R,I,R,R,R,R,I,R,R,R,R
18.5789,2,1,4,2,1,4,3,2,2,1,90000,1200,3,202201,0.9369,22010005,I,I,I,I,I,I,I,I,I,I,I
18.5789,2,1,3,2,1,4,3,1,1,1,76000,920,3,202201,0.9369,22010006,I,I,I,I,I,I,I,I,I,I,I
18.5789,2,1,4,2,1,4,3,1,2,1,85000,1100,3,202201,0.9369,22010007,I,I,I,I,I,I,I,I,I,I,I
18.5789,2,1,4,2,1,4,2,1,2,1,71000,820,1,202201,0.9369,22010008,I,I,I,I,I,I,I,I,I,I,I
18.5789,2,1,4,1,1,4,3,1,2,1,9,820,1,202201,0.9369,22010009,I,9,I,I,I,I,I,I,I,I,I
18.5789,2,1,3,2,3,4,1,1,2,1,85000,1100,3,202201,0.9369,22010010,I,I,I,I,I,I,I,I,I,I,I
18.5789,2,1,3,2,1,4,1,1,2,1,94000,1300,3,202201,0.9369,22010011,I,I,I,I,I,I,I,I,I,I,I
18.5789,1,1,3,1,1,4,1,1,2,1,9,1100,3,202201,0.9369,22010012,I,9,I,I,I,I,I,I,I,I,I
18.5789,2,1,3,2,1,4,1,1,2,1,85000,1100,3,202201,0.9369,22010013,I,I,I,I,I,I,I,I,I,I,I
11.45,2,1,3,2,2,1,1,1,2,1,96000,1200,3,202201,0.9369,22010014,R,R,R,R,R,R,R,R,R,R,R
69.1571,2,1,5,2,2,3,1,1,2,1,69000,660,1,202201,0.9369,22010015,R,I,R,R,R,R,R,R,R,R,R
15.745500000000002,2,1,4,2,1,2,1,1,2,1,66000,740,1,202201,0.9369,22010016,R,I,I,I,I,R,I,I,R,I,I
15.745500000000002,2,1,5,2,1,2,1,1,2,1,90000,1200,3,202201,0.9369,22010017,I,I,I,I,I,I,I,I,I,I,I
15.745500000000002,2,1,3,2,1,2,1,1,2,1,82000,1100,3,202201,0.9369,22010018,I,I,I,I,I,I,I,I,I,I,I
18.5789,2,1,3,1,1,2,1,1,1,1,9,740,1,202201,0.9369,22010019,R,9,R,R,R,R,R,R,R,R,R
15.745500000000002,1,1,5,2,1,2,3,1,1,1,94000,1300,3,202201,0.9369,22010020,R,I,R,R,R,R,R,R,R,R,R
15.745500000000002,1,1,3,2,1,2,1,1,2,1,91000,740,1,202201,0.9369,22010021,R,R,R,R,R,R,R,R,R,R,R
15.745500000000002,2,1,3,1,1,2,4,1,1,1,9,1200,3,202201,0.9369,22010022,R,9,R,R,R,R,R,R,R,R,R
15.745500000000002,2,1,3,2,1,2,1,1,2,1,78000,960,3,202201,0.9369,22010023,I,I,I,I,I,I,I,I,I,I,I
15.745500000000002,2,1,3,2,1,2,1,1,2,1,69000,740,1,202201,0.9369,22010024,I,I,I,I,I,I,I,I,I,I,I
15.745500000000002,2,1,3,2,1,2,1,1,2,1,78000,960,3,202201,0.9369,22010025,I,I,I,I,I,I,I,I,I,I,I
69.1571,2,1,3,2,3,3,1,1,2,1,75000,900,1,202201,0.9369,22010026,I,I,I,I,I,I,I,I,I,I,I
69.1571,2,1,5,2,2,3,1,1,2,1,73000,1300,3,202201,0.9369,22010027,R,R,R,R,R,R,R,R,R,R,R
15.745500000000002,2,1,3,2,1,2,1,1,2,1,90000,1200,3,202201,0.9369,22010028,I,I,I,I,I,I,I,I,I,I,I
15.745500000000002,2,1,3,2,1,2,1,2,2,1,87000,1200,3,202201,0.9369,22010029,I,I,I,I,I,I,I,I,I,I,I
15.745500000000002,1,1,3,2,1,2,3,1,1,1,71000,1100,3,202201,0.9369,22010030,R,R,R,R,R,R,R,R,R,R,R
15.745500000000002,2,1,3,2,1,2,1,1,2,1,94000,1300,3,202201,0.9369,22010031,I,I,I,I,I,I,I,I,I,I,I
15.745500000000002,1,1,3,2,1,2,1,1,3,1,65000,1200,3,202201,0.9369,22010032,R,R,R,R,R,R,I,I,R,I,I
15.745500000000002,1,1,3,2,1,2,1,2,1,1,67000,1100,3,202201,0.9369,22010033,R,R,R,R,R,R,I,I,R,I,I
15.745500000000002,2,1,3,2,1,2,1,1,2,1,100000,1200,1,202201,0.9369,22010034,R,R,R,R,R,R,R,I,R,I,I
15.745500000000002,2,1,3,1,1,2,1,1,2,1,9,1100,3,202201,0.9369,22010035,R,9,R,R,R,R,I,I,R,R,R
15.745500000000002,2,1,3,2,1,2,1,1,3,1,76000,920,3,202201,0.9369,22010036,I,I,I,I,I,I,I,I,I,I,I
18.5789,2,1,3,1,1,2,1,1,1,1,9,1200,3,202201,0.9369,22010037,R,9,R,R,R,R,R,R,R,R,R
15.745500000000002,1,1,3,1,1,2,1,1,2,1,9,1300,3,202201,0.9369,22010038,I,9,I,I,I,I,I,I,I,I,I
15.745500000000002,2,1,3,1,1,2,1,1,3,1,9,1200,3,202201,0.9369,22010039,I,9,I,I,I,I,I,I,I,I,I
15.745500000000002,2,1,3,2,1,2,1,1,3,1,82000,1100,3,202201,0.9369,22010040,I,I,I,I,I,I,I,I,I,I,I
15.745500000000002,1,1,3,1,1,2,1,1,2,1,9,1100,3,202201,0.9369,22010041,I,9,I,I,I,I,I,I,I,I,I
15.745500000000002,2,1,3,2,1,2,1,1,2,1,82000,1100,3,202201,0.9369,22010042,I,I,I,I,I,I,I,I,I,I,I
18.5789,2,1,3,2,3,4,1,1,2,1,94000,1300,3,202201,0.9369,22010043,R,I,R,R,R,R,R,R,R,R,I
15.745500000000002,2,1,3,2,2,2,1,1,1,1,90000,1200,3,202201,0.9369,22010044,I,I,I,I,I,I,I,I,I,I,I
11.45,1,1,3,1,1,1,1,1,3,1,9,1100,3,202201,0.9369,22010045,R,9,R,R,R,R,R,R,R,R,R
11.45,2,1,5,2,1,1,3,1,2,1,93000,780,1,202201,0.9369,22010046,R,R,R,R,R,R,R,R,R,R,R
69.1571,2,1,5,2,1,3,1,1,2,1,98000,920,1,202201,0.9369,22010047,R,R,R,R,R,R,R,R,R,R,R
69.1571,2,1,4,1,1,3,1,1,2,1,9,1100,3,202201,0.9369,22010048,R,9,R,R,R,R,R,R,R,R,R
15.745500000000002,2,1,3,2,1,2,1,1,2,1,56000,1200,3,202201,0.9369,22010049,R,R,R,R,R,R,R,R,R,R,R
15.745500000000002,2,1,3,2,3,2,1,1,1,1,92000,1200,1,202201,0.9369,22010050,R,R,R,R,R,R,R,R,R,R,R
69.1571,2,1,3,2,3,3,1,1,2,1,53000,840,1,202201,0.9369,22010051,R,R,R,R,R,R,R,R,I,R,R
18.5789,2,1,3,2,2,4,2,1,1,1,57000,820,1,202201,0.9369,22010052,R,R,R,R,R,R,R,R,R,R,R
11.45,1,1,3,1,1,1,1,1,2,1,9,840,1,202201,0.9369,22010053,R,9,R,R,R,R,I,R,R,R,R
11.45,2,1,3,2,1,1,1,1,1,1,95000,960,1,202201,0.9369,22010054,R,R,R,R,R,R,R,R,R,R,R
11.45,2,1,3,2,1,1,1,1,2,1,99000,630,1,202201,0.9369,22010055,R,R,R,R,R,R,R,R,R,R,R
11.45,2,1,3,2,1,1,1,1,2,1,82000,1100,3,202201,0.9369,22010056,I,I,I,I,I,I,I,I,I,I,I
11.45,2,1,3,2,3,1,1,1,2,1,80000,950,1,202201,0.9369,22010057,R,R,R,R,R,R,R,R,R,R,R
11.45,2,1,3,2,1,1,1,1,2,1,76000,1100,3,202201,0.9369,22010058,R,R,R,R,R,R,R,R,R,R,R
69.1571,2,1,4,2,2,3,1,1,2,1,73000,1200,3,202201,0.9369,22010059,R,R,R,R,R,R,R,R,R,R,R
69.1571,2,1,5,2,3,3,1,1,2,1,90000,1200,3,202201,0.9369,22010060,I,I,I,I,I,I,I,I,I,I,I
69.1571,2,1,3,2,1,3,1,1,2,1,98000,1200,3,202201,0.9369,22010061,R,R,R,R,R,R,I,R,R,R,R
69.1571,2,1,5,2,3,3,1,1,2,1,65000,840,1,202201,0.9369,22010062,R,R,R,R,R,R,R,R,R,R,R
69.1571,2,1,3,2,3,3,1,1,2,1,100000,1200,3,202201,0.9369,22010063,R,R,R,R,R,R,R,R,R,R,R
69.1571,2,1,5,2,2,3,1,1,2,1,53000,960,1,202201,0.9369,22010064,R,R,R,R,R,R,R,R,R,R,R
69.1571,1,1,4,2,1,3,1,1,3,1,96000,900,1,202201,0.9369,22010065,R,R,R,R,R,R,R,R,R,R,R
69.1571,2,1,3,2,2,3,1,1,2,1,84000,1100,1,202201,0.9369,22010066,R,I,R,R,R,R,R,I,R,I,I
15.745500000000002,1,1,5,2,1,2,1,1,1,1,75000,1300,3,202201,0.9369,22010067,R,R,R,R,R,R,R,R,R,R,R
69.1571,2,1,2,2,2,3,0,0,2,1,68000,1200,3,202201,0.9369,22010068,R,R,R,R,R,R,R,R,R,R,R
69.1571,2,1,1,2,1,3,0,0,2,1,53000,1200,3,202201,0.9369,22010069,R,R,R,R,R,R,R,R,R,R,R
18.5789,2,1,1,2,3,4,0,0,2,1,71000,820,1,202201,0.9369,22010070,I,I,I,I,I,I,I,R,I,I,R
18.5789,2,1,1,2,1,1,0,0,1,1,90000,1200,3,202201,0.9369,22010071,R,I,I,I,I,R,I,R,R,I,R
11.45,2,1,1,2,1,1,0,0,2,1,80000,1000,1,202201,0.9369,22010072,R,I,I,I,I,R,I,R,R,I,R
11.45,2,1,1,2,3,1,0,0,2,1,82000,1100,3,202201,0.9369,22010073,I,I,I,I,I,I,I,R,I,I,R
69.1571,1,2,9,2,9,3,9,9,9,1,99000,660,1,202201,0.9369,22010074,R,R,R,R,R,R,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,53000,660,1,202201,0.9369,22010075,I,I,I,I,I,I,9,9,9,9,9
15.745500000000002,2,2,9,2,9,2,9,9,9,1,89000,1200,3,202201,0.9369,22010076,I,I,I,I,I,I,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,87000,1200,3,202201,0.9369,22010077,I,I,I,I,I,I,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,92000,1200,3,202201,0.9369,22010078,R,R,R,R,R,R,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,120000,1200,3,202201,0.9369,22010079,R,R,R,R,R,R,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,88000,1200,3,202201,0.9369,22010080,R,R,R,R,R,R,9,9,9,9,9
18.5789,1,2,9,2,9,4,9,9,9,1,71000,820,1,202201,0.9369,22010081,I,I,I,I,I,I,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,72000,840,1,202201,0.9369,22010082,I,I,I,I,I,I,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,94000,1300,3,202201,0.9369,22010083,R,I,I,I,I,I,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,90000,1200,3,202201,0.9369,22010084,I,I,I,I,I,I,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,70000,1200,3,202201,0.9369,22010085,R,R,R,R,R,R,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,96000,1300,3,202201,0.9369,22010086,R,R,R,R,R,R,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,89000,1200,3,202201,0.9369,22010087,R,R,R,R,R,R,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,69000,660,1,202201,0.9369,22010088,I,I,I,I,I,I,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,92000,1200,3,202201,0.9369,22010089,I,I,I,I,I,I,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,84000,1200,3,202201,0.9369,22010090,R,R,R,R,R,R,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,94000,1300,3,202201,0.9369,22010091,I,I,I,I,I,I,9,9,9,9,9
11.45,1,2,9,2,9,1,9,9,9,1,93000,1000,1,202201,0.9369,22010092,R,R,R,R,R,R,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,56000,920,3,202201,0.9369,22010093,R,R,R,R,R,R,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,53000,660,1,202201,0.9369,22010094,R,R,R,R,R,R,9,9,9,9,9
18.5789,1,2,9,2,9,4,9,9,9,1,92000,920,3,202201,0.9369,22010095,R,R,R,R,R,R,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,87000,1200,3,202201,0.9369,22010096,I,I,I,I,I,I,9,9,9,9,9
11.45,1,2,9,2,9,1,9,9,9,1,82000,1100,3,202201,0.9369,22010097,R,I,R,R,R,R,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,78000,960,3,202201,0.9369,22010098,R,I,R,R,R,R,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,130000,1300,1,202201,0.9369,22010099,R,R,R,R,R,R,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,76000,1200,3,202201,0.9369,22010100,R,R,R,R,R,R,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,88000,1100,1,202201,0.9369,22010101,R,R,R,R,R,R,9,9,9,9,9
15.745500000000002,1,2,9,1,9,2,9,9,9,1,9,1300,3,202201,0.9369,22010102,R,9,I,I,R,R,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,90000,1200,3,202201,0.9369,22010103,I,I,I,I,I,I,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,90000,1200,3,202201,0.9369,22010104,I,I,I,I,I,I,9,9,9,9,9
15.745500000000002,2,2,9,2,9,2,9,9,9,1,85000,1100,3,202201,0.9369,22010105,R,R,R,R,R,R,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,100000,1300,3,202201,0.9369,22010106,R,R,R,R,R,R,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,78000,960,3,202201,0.9369,22010107,R,I,R,R,R,R,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,90000,1200,3,202201,0.9369,22010108,I,I,I,I,I,I,9,9,9,9,9
11.45,1,2,9,2,9,1,9,9,9,1,68000,870,1,202201,0.9369,22010109,R,R,R,R,R,R,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,90000,1200,3,202201,0.9369,22010110,R,R,R,R,R,R,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,90000,1200,3,202201,0.9369,22010111,I,I,I,I,I,I,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,83000,1300,3,202201,0.9369,22010112,R,R,R,R,R,R,9,9,9,9,9
69.1571,2,2,9,2,9,3,9,9,9,1,130000,1200,3,202201,0.9369,22010113,R,R,R,R,R,R,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,80000,1300,3,202201,0.9369,22010114,R,R,R,R,R,R,9,9,9,9,9
11.45,1,2,9,2,9,1,9,9,9,1,82000,1100,3,202201,0.9369,22010115,I,I,I,I,I,I,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,90000,1200,3,202201,0.9369,22010116,I,I,I,I,I,I,9,9,9,9,9
69.1571,2,2,9,2,9,3,9,9,9,1,110000,1200,3,202201,0.9369,22010117,R,R,R,R,R,R,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,95000,1200,3,202201,0.9369,22010118,R,R,R,R,R,R,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,90000,1200,3,202201,0.9369,22010119,I,I,I,I,I,I,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,94000,1300,3,202201,0.9369,22010120,I,I,I,I,I,I,9,9,9,9,9
69.1571,1,2,9,2,9,3,9,9,9,1,87000,1200,3,202201,0.9369,22010121,I,I,I,I,I,I,9,9,9,9,9
15.745500000000002,1,2,9,2,9,2,9,9,9,1,90000,1200,1,202201,0.9369,22010122,I,I,I,I,I,I,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010123,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010124,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010125,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010126,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010127,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010128,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010129,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010130,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010131,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010132,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010133,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010134,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010135,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010136,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010137,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010138,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010139,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010140,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010141,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010142,R,9,9,9,9,9,9,9,9,9,9
69.1571,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010143,I,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010144,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010145,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010146,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010147,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010148,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010149,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010150,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010151,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010152,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010153,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010154,R,9,9,9,9,9,9,9,9,9,9
1.0,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010155,R,9,9,9,9,9,9,9,9,9,9
69.1571,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010156,I,9,9,9,9,9,9,9,9,9,9
69.1571,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010157,I,9,9,9,9,9,9,9,9,9,9
69.1571,3,9,9,9,9,5,9,9,9,1,9,9,9,202201,0.9369,22010158,R,9,9,9,9,9,9,9,9,9,9
34.5786,2,1,4,2,3,3,1,1,2,2,140000,2000,3,202201,1.0616,22010159,R,R,R,R,R,R,R,R,R,R,R
34.5786,2,1,3,2,2,3,1,1,2,2,130000,1700,3,202201,1.0616,22010160,R,R,R,R,R,R,R,R,R,R,R
34.5786,2,1,4,2,3,3,1,1,2,2,140000,1700,3,202201,1.0616,22010161,R,R,R,R,R,R,R,R,R,R,R
6.1930000000000005,1,1,3,2,3,5,1,1,2,3,270000,2600,3,202201,1.0616,22010162,R,R,R,R,R,R,R,R,R,R,R
9.2895,2,1,5,2,3,4,1,1,1,2,210000,1200,3,202201,1.0616,22010163,R,R,R,R,R,R,R,R,R,R,I
9.2895,1,1,3,2,3,4,3,2,1,2,140000,1300,1,202201,1.0616,22010164,R,R,R,R,R,R,R,R,R,R,R
9.2895,2,1,3,2,2,4,1,1,1,2,130000,1700,3,202201,1.0616,22010165,R,R,R,R,R,R,R,R,R,R,R
9.2895,2,1,5,2,3,4,3,1,2,2,190000,2200,3,202201,1.0616,22010166,R,R,R,R,R,R,R,R,R,R,R
9.2895,2,1,3,2,1,4,3,1,2,2,140000,1500,3,202201,1.0616,22010167,I,I,I,I,I,I,I,I,I,I,I
9.2895,2,1,3,2,2,4,3,1,2,2,210000,1600,3,202201,1.0616,22010168,R,R,R,R,R,R,R,R,R,R,R
9.2895,2,1,3,2,1,4,1,1,2,2,180000,1400,3,202201,1.0616,22010169,R,R,R,R,R,R,R,R,R,R,R
9.2895,2,1,4,2,1,4,3,1,2,2,160000,2000,3,202201,1.0616,22010170,I,I,I,I,I,I,I,I,I,I,I
9.2895,2,1,3,2,1,4,1,1,2,2,120000,910,1,202201,1.0616,22010171,R,R,R,R,R,R,R,R,R,R,R
9.2895,2,1,3,1,1,4,3,1,2,2,9,1600,3,202201,1.0616,22010172,R,9,I,I,I,R,I,I,I,I,I
9.2895,2,1,4,2,2,4,3,2,1,2,150000,1500,3,202201,1.0616,22010173,R,R,R,R,R,R,R,R,R,R,R
34.5786,2,1,4,2,3,3,1,3,2,2,87000,1700,3,202201,1.0616,22010174,R,R,R,R,R,R,R,R,R,R,R
34.5786,2,1,3,2,3,3,1,2,2,2,140000,1900,3,202201,1.0616,22010175,R,R,R,R,R,R,R,R,R,R,R
34.5786,2,1,4,2,3,3,1,1,2,2,130000,2100,3,202201,1.0616,22010176,R,R,R,R,R,R,R,R,R,R,R
9.2895,2,1,3,2,2,4,4,3,1,2,96000,910,3,202201,1.0616,22010177,R,R,R,R,R,R,R,R,R,R,R
9.2895,2,1,3,2,1,4,3,1,2,2,140000,1600,3,202201,1.0616,22010178,I,I,I,I,I,I,I,I,I,I,I
9.2895,2,1,4,2,1,4,3,1,1,2,120000,1100,3,202201,1.0616,22010179,I,I,I,I,I,I,I,I,I,I,I
9.2895,1,1,4,1,1,4,3,1,2,2,9,1600,3,202201,1.0616,22010180,I,9,I,I,I,I,I,I,I,I,I
9.2895,2,1,3,2,1,4,3,1,2,2,120000,1200,1,202201,1.0616,22010181,R,I,I,I,I,R,I,I,R,I,I
9.2895,2,1,4,2,1,4,3,1,2,2,200000,1500,3,202201,1.0616,22010182,R,R,R,R,R,R,R,R,R,R,R
9.2895,2,1,3,2,2,4,1,1,2,2,120000,910,1,202201,1.0616,22010183,R,I,R,R,R,R,R,R,R,R,R
9.2895,1,1,3,1,1,4,3,1,2,2,9,1100,3,202201,1.0616,22010184,I,9,I,I,I,I,I,I,I,I,I
9.2895,2,1,3,2,3,4,3,2,1,2,140000,1600,3,202201,1.0616,22010185,R,R,R,R,R,R,R,R,R,R,R
9.2895,2,1,4,2,1,4,3,1,2,2,260000,1200,1,202201,1.0616,22010186,R,R,R,R,R,R,R,R,R,R,R
9.2895,2,1,4,2,1,4,3,1,2,2,150000,1600,3,202201,1.0616,22010187,I,I,I,I,I,I,I,I,I,I,I
9.2895,1,1,4,2,1,4,3,1,2,2,150000,1600,3,202201,1.0616,22010188,I,I,I,I,I,I,I,I,I,I,I
9.2895,2,1,4,1,1,4,3,1,2,2,9,910,1,202201,1.0616,22010189,I,9,I,I,I,I,I,I,I,I,I
9.2895,2,1,4,2,1,4,3,1,2,2,130000,1300,1,202201,1.0616,22010190,I,I,I,I,I,I,I,I,I,I,I
9.2895,2,1,3,2,1,4,1,1,2,2,160000,1800,3,202201,1.0616,22010191,I,I,I,I,I,I,I,I,I,I,I
9.2895,2,1,3,2,1,4,1,1,2,2,180000,2200,3,202201,1.0616,22010192,I,I,I,I,I,I,I,I,I,I,I
5.725,2,1,3,2,2,1,1,1,2,2,140000,1300,3,202201,1.0616,22010193,R,R,R,R,R,R,R,R,R,R,R
34.5786,2,1,4,2,3,3,1,2,2,2,170000,2100,3,202201,1.0616,22010194,I,I,I,I,I,I,I,I,I,I,I
34.5786,1,1,3,2,2,3,1,1,2,2,200000,2500,3,202201,1.0616,22010195,R,R,R,R,R,R,R,R,R,R,R
34.5786,2,1,5,2,3,3,1,1,2,2,110000,1700,3,202201,1.0616,22010196,R,R,R,R,R,R,R,R,R,R,R
34.5786,2,1,3,2,3,3,1,1,2,2,240000,2500,3,202201,1.0616,22010197,R,R,R,R,R,R,R,R,R,R,R
34.5786,2,1,4,2,3,3,1,1,2,2,140000,1600,3,202201,1.0616,22010198,R,I,I,I,I,R,I,I,I,I,I
34.5786,2,1,4,2,2,3,1,1,2,2,87000,1100,3,202201,1.0616,22010199,R,R,R,R,R,R,R,R,R,R,R
34.5786,2,1,3,2,3,3,1,1,2,2,150000,2100,3,202201,1.0616,22010200,R,R,R,R,R,R,R,R,R,R,R
34.5786,2,1,5,2,3,3,1,1,2,2,160000,1900,3,202201,1.0616,22010201,I,I,I,I,I,I,I,I,I,I,I
34.5786,2,1,3,2,3,3,1,1,2,2,140000,1600,3,202201,1.0616,22010202,I,I,I,I,I,I,I,I,I,I,I
6.1930000000000005,2,1,3,2,3,5,1,1,2,3,310000,3100,3,202201,1.0616,22010203,R,R,R,R,R,R,R,R,R,R,R
7.8727,2,1,3,2,2,2,1,1,2,2,170000,2000,3,202201,1.0616,22010204,R,I,R,R,R,R,R,R,R,R,R
7.8727,2,1,3,2,2,2,1,1,2,2,130000,1300,3,202201,1.0616,22010205,R,I,R,R,R,R,R,R,R,R,R
7.8727,2,1,3,2,2,2,1,1,2,2,170000,2000,3,202201,1.0616,22010206,R,I,R,R,R,R,R,R,R,R,R
